s.no,address,cityname,state,country,price(in rupees)
1842,4400 Castlewood Place,Ames,IA,USA,60262
1843,314 North Main St,Owasso,OK,USA,58184
1844,1402 North Avenue NE Lower 1,Grand Rapids,MI,USA,57768
1845,1401 N Dakota,Ames,IA,USA,57353
1846,119 N 38th St,Omaha,NE,USA,56106
1847,3304 Jackson St,Omaha,NE,USA,55275
1848,3400 Evergreen Ln,Saint Louis,MO,USA,49456
1849,7605 E 49th St,Tulsa,OK,USA,38152
1850,,Arlington,VA,USA,139642
1851,1948 Linwood St NW,Salem,OR,USA,110965
1852,520 Samuels Ave,Fort Worth,TX,USA,87608
1853,2041-2043 Wightman St,Pittsburgh,PA,USA,79795
1854,15240 Red Tail Drive,Bath,MI,USA,57103
1855,2200 East Ball Rd,Anaheim,CA,USA,134654
1856,4200 McKinney Avenue Unit 702,Dallas,TX,USA,120940
1857,1500 Lawnmont,Round Rock,TX,USA,83037
1858,8100 North Mopac Expressway,Austin,TX,USA,78881
1859,6231 N 67th Avenue,Glendale,AZ,USA,71483
1860,2700 Eastway Dr,Charlotte,NC,USA,83120
1861,11707 Vance Jackson,San Antonio,TX,USA,68990
1862,3334 Harvest Hills Ave NW,Minot,ND,USA,68574
1863,367 9th St,San Francisco,CA,USA,299897
1864,607 N Bay Front,Newport Beach,CA,USA,232320
1865,1601 E 5th St,Austin,TX,USA,150115
1866,12118 Highway 99,Everett,WA,USA,100492
1867,442 State St,Madison,WI,USA,83120
1868,505 North Tyler Rd,Wichita,KS,USA,53612
1869,2134 8th Avenue NW,East Grand Forks,MN,USA,49456
1870,,Arlington,VA,USA,142966
1871,812 Inverness Avenue,Nashville,TN,USA,137647
1872,11723 Watermark Way,Fishers,IN,USA,77717
1873,2250 Eldridge Parkway,Houston,TX,USA,73561
1874,6522 Camp Bullis Road,San Antonio,TX,USA,72481
1875,2851 Wallingford Drive,Houston,TX,USA,59680
1876,111 Sandra Muraida Way,Austin,TX,USA,177877
1877,2120 Stephens Place,New Braunfels,TX,USA,80876
1878,16505 Lookout Hollow Crl,Selma,TX,USA,77717
1879,4435 Piedmont Ave Unit 304,Oakland,CA,USA,245204
1880,1741 Park Ave,Long Beach,CA,USA,165824
1881,"1510 1520 1530,1540,1550,1560 23rd St SE 1252 23rd St SE Suite 120",Salem,OR,USA,93926
1882,,Raleigh,NC,USA,83037
1883,8623 Starcrest Dr  X03 (210 655-1011,San Antonio,TX,USA,72730
1884,605 S.W 119th St,Oklahoma City,OK,USA,69073
1885,2100 Freeport Rd,Sterling,IL,USA,47378
1886,249 N Water St,Milwaukee,WI,USA,113874
1887,1001 S Meadows Parkway,Reno,NV,USA,110882
1888,1615 E Georgia Avenue,Phoenix,AZ,USA,107640
1889,820 Camino Vaquero Parkway,Austin,TX,USA,99661
1890,314 NE 2nd St,Oklahoma City,OK,USA,95754
1891,922 E Dayton St,Madison,WI,USA,85614
1892,2323 Eldridge Parkway,Houston,TX,USA,79629
1893,2810 Stange,Ames,IA,USA,67327
1894,2816 Stange,Ames,IA,USA,67327
1895,5100 Mllenia Waters Drive,Orlando,FL,USA,97583
1896,1654 Post Road,San Marcos,TX,USA,74808
1897,2627 Kent,Ames,IA,USA,72314
1898,1417 Mayfield,Ames,IA,USA,68574
1899,1329 Mayfield,Ames,IA,USA,68574
1900,220 16th Avenue E,Seattle,WA,USA,164162
1901,,Woodinville,WA,USA,123599
1902,28425 18th Ave South,Federal Way,WA,USA,114290
1903,1524 Bell St,Amarillo,TX,USA,50703
1904,730 34th St S,Birmingham,AL,USA,155019
1905,9009 North Fm 620,Austin,TX,USA,90601
1906,3560 Midland Drive,West Haven,UT,USA,79712
1907,2112 NW Irving St,Portland,OR,USA,153689
1908,1800 S Ih 35 Frontage Road,Austin,TX,USA,114290
1909,2320 Grinstead Dr,Louisville,KY,USA,89354
1910,400 21st Avenue S,Nashville,TN,USA,198491
1911,250 Pearl St #109,Denver,CO,USA,126758
1912,4009 Sabio Drive,Austin,TX,USA,112212
1913,,Creedmoor,NC,USA,64750
1914,3300 Quartz Ln,Fullerton,CA,USA,135901
1915,400 South Sunkist,Anaheim,CA,USA,134654
1916,700 W 45th St,Austin,TX,USA,130914
1917,,Rockville,MD,USA,174386
1918,55 Railroad Place,Saratoga Springs,NY,USA,140473
1919,6901 E Chauncey Ln,Phoenix,AZ,USA,118030
1920,1019 N Skinker Parkway,Saint Louis,MO,USA,83120
1921,2433 West Main St,Mesa,AZ,USA,82289
1922,219 3rd Avenue,South Saint Paul,MN,USA,81374
1923,1001 Leah Ave,San Marcos,TX,USA,74392
1924,6900 N Vandiver,San Antonio,TX,USA,70569
1925,5555 Antoine Drive,Houston,TX,USA,55275
1926,28155 Encanto Drive,Menifee,CA,USA,125927
1927,706 SE 3rd St,Lees Summit,MO,USA,74392
1928,,Austin,TX,USA,84949
1929,401 S Locust St,Denton,TX,USA,84616
1930,2991 Clay St,Paducah,KY,USA,50288
1931,422 West Riverside Dr,Austin,TX,USA,141720
1932,11000 SW 200th St 407,Cutler Ridge,FL,USA,108056
1933,1001 Fair Winds Cir,Plant City,FL,USA,73146
1934,455 W Sullivan St,Kingsport,TN,USA,66912
1935,677 Creekside Way,New Braunfels,TX,USA,88440
1936,23910 W Interstate 10,San Antonio,TX,USA,85198
1937,2100 Willowbend Drive,Round Rock,TX,USA,80543
1938,4002 Raynor Parkway,Bellevue,NE,USA,73395
1939,5812 Beatle Dr,Indianapolis,IN,USA,67327
1940,1418 Burgess Dr,Dalton,GA,USA,52781
1941,766 Thornton Ave,San Francisco,CA,USA,265984
1942,,Stoneham,MA,USA,192423
1943,,Sammamish,WA,USA,165824
1944,,Kearny,NJ,USA,156681
1945,,Short Hills,NJ,USA,152276
1946,3201 Wisconsin Ave NW,Washington,DC,USA,149200
1947,210 NW 20th Avenue,Portland,OR,USA,145460
1948,9950 Juanita St,Cypress,CA,USA,142966
1949,420 Whitney Avenue,New Haven,CT,USA,141304
1950,,Long Beach,CA,USA,140888
1951,230 East Chapman Avenue #7,Placentia,CA,USA,132078
1952,4555 Pine St,Riverside,CA,USA,120108
1953,,Denver,CO,USA,108804
1954,101 West Egbert,Brighton,CO,USA,103900
1955,932 South Helena Way,Aurora,CO,USA,95754
1956,501 And 525 Clara Ave,Saint Louis,MO,USA,84782
1957,,Washington Township,MI,USA,83868
1958,20614 Stone Oak Parkway,San Antonio,TX,USA,81042
1959,255 Lionstone Drive,Colorado Springs,CO,USA,74392
1960,16700 West 127th St,Olathe,KS,USA,69904
1961,820 3rd St,Rapid City,SD,USA,69405
1962,,Rapid City,SD,USA,69405
1963,120  124  128 S 38th St,Omaha,NE,USA,68574
1964,1216 South G Ave,Nevada,IA,USA,54028
1965,233 Walnut St,Corunna,MI,USA,51534
1966,521 E Tyler Avenue,Harlingen,TX,USA,49872
1967,20380 Spice Dr,Waynesville,MO,USA,49789
1968,920 Lowena,Santa Barbara,CA,USA,236892
1969,,Sammamish,WA,USA,165824
1970,11020 Huebner,San Antonio,TX,USA,85530
1971,12701 West Ave,San Antonio,TX,USA,76055
1972,438 W Grand Ave. #729,Oakland,CA,USA,232320
1973,1130 S Michigan Avenue,Chicago,IL,USA,150780
1974,191 Hamilton St,New Brunswick,NJ,USA,116368
1975,25 E Gorham St,Madison,WI,USA,99328
1976,9850 Richmond,Houston,TX,USA,86362
1977,2515 W San Antonio St,New Braunfels,TX,USA,78133
1978,6250 Rosewood Dr,North Richland Hills,TX,USA,77135
1979,7575 Callaghan Road,San Antonio,TX,USA,75639
1980,9181 Town Square Boulevard Suite 1241,Amarillo,TX,USA,68823
1981,,Monroeville,PA,USA,66080
1982,1712 Eleanor Drive,San Mateo,CA,USA,293247
1983,,Washington,DC,USA,189514
1984,2060 Zocolo St,Oxnard,CA,USA,139392
1985,401 S Elgin Ave,Tulsa,OK,USA,95505
1986,5002 Wiseman Boulevard,San Antonio,TX,USA,78133
1987,1710-1740 13th St SE,Minot,ND,USA,69405
1988,306 Barton Springs Road,Austin,TX,USA,207800
1989,1025 S Gilbert St,Hemet,CA,USA,100160
1990,7048 N Holiday Dr,Galveston,TX,USA,74808
1991,,Long Beach,CA,USA,192755
1992,12600 Braddock Drive,Los Angeles,CA,USA,182448
1993,4317 Spruce St,Philadelphia,PA,USA,139226
1994,11920 Chandler Boulevard,Valley Village,CA,USA,137148
1995,1815-A Sycamore Valley Drive,Reston,VA,USA,130083
1996,1507 Pease Road,Austin,TX,USA,128337
1997,,Columbia,MD,USA,124763
1998,,Plainfield,NJ,USA,119527
1999,6102 St Albion Way,Mountlake Terrace,WA,USA,113459
2000,16636 N 58th St,Scottsdale,AZ,USA,97250
2001,2701 Brunswick Avenue N,Crystal,MN,USA,91432
2002,2300 Wolf Ranch Parkway,Georgetown,TX,USA,87193
2003,,Lawrenceville,GA,USA,82538
2004,,Azle,TX,USA,81042
2005,,Azle,TX,USA,78548
2006,2850 Oak Road,Pearland,TX,USA,77468
2007,,Dallas,TX,USA,71899
2008,215 North Loop 1604e,San Antonio,TX,USA,69405
2009,8017 Gessner,Austin,TX,USA,68574
2010,,Austin,TX,USA,68158
2011,1516 Nunneley Place 105,Wichita Falls,TX,USA,66496
2012,1100 W Jeffery St,Kankakee,IL,USA,66164
2013,1509 Nunneley Place 129,Wichita Falls,TX,USA,64418
2014,2903 Hillcrest,San Antonio,TX,USA,63587
2015,1017 S 31st St,Omaha,NE,USA,61093
2016,1133 Park Ave,Omaha,NE,USA,59431
2017,Lions CT Apartments 1200 Thompson Rd,Wichita Falls,TX,USA,46963
2018,2506 Hope Way Ln,Charlotte,NC,USA,99661
2019,,Brook Park,OH,USA,58600
2020,,Monrovia,CA,USA,185773
2021,,Norfolk,VA,USA,112628
2022,6250 Hillandale Drive,Lithonia,GA,USA,68990
2023,14600 Dwyer Blvd,New Orleans,LA,USA,63254
2024,7909 N Granby Avenue,Kansas City,MO,USA,55690
2025,2855 Foothill Boulevard,La Verne,CA,USA,160422
2026,,Saint Louis Park,MN,USA,143798
2027,,Keene,NH,USA,114290
2028,,San Bernardino,CA,USA,91432
2029,,Las Vegas,NV,USA,84782
2030,,Las Vegas,NV,USA,83951
2031,4543 Lake Otis Parkway,Anchorage,AK,USA,79795
2032,600 Barwood Park,Austin,TX,USA,67743
2033,411 W Republican St,Seattle,WA,USA,174136
2034,1303 S Lamar Boulevard,Austin,TX,USA,144047
2035,1700 River Crest Apts,Sugar Land,TX,USA,75140
2036,1185 Main St S,Cambridge,MN,USA,73561
2037,,Princeton,NJ,USA,165326
2038,,Princeton,NJ,USA,150613
2039,2100 Haddonfield Rd,Pennsauken,NJ,USA,126758
2040,2405 Whitney Ave,Hamden,CT,USA,103484
2041,20 Church Rd,Maple Shade,NJ,USA,98913
2042,,New London,CT,USA,92097
2043,1623 Park Ave,Baltimore,MD,USA,82954
2044,,New London,CT,USA,82954
2045,,New London,CT,USA,82954
2046,7714 Kennedy Hill,San Antonio,TX,USA,77135
2047,480 NE Windrose Dr,Kansas City,MO,USA,60594
2048,3930 Southwest Twilight Drive,Topeka,KS,USA,49456
2049,95-1003 Kaapeha St #13,Mililani,HI,USA,170396
2050,301 Congress Avenue,Austin,TX,USA,163248
2051,,Austin,TX,USA,108472
2052,490 Pioneer Rd,Rexburg,ID,USA,67244
2053,861 Post St,San Francisco,CA,USA,273880
2054,,Port Chester,NY,USA,188184
2055,11038 Lake City Way NE,Seattle,WA,USA,140888
2056,6006 SE 53rd Avenue,Portland,OR,USA,132909
2057,10440 Paramount Boulevard,Downey,CA,USA,132576
2058,,Dallas,TX,USA,92679
2059,,Zachary,LA,USA,91432
2060,,Washington,DC,USA,158925
2061,3903 SE Military Drive,San Antonio,TX,USA,76221
2062,4170 Hawthorne Road,Chubbuck,ID,USA,62340
2063,4060 N 150 W,Columbus,IN,USA,58433
2064,1515 Richmond Hwy,Arlington,VA,USA,142883
2065,,Long Beach,CA,USA,132576
2066,8300 Chapman Ave,Stanton,CA,USA,128005
2067,120 S Grand Ave,Anaheim,CA,USA,124264
2068,,Bellevue,WA,USA,118778
2069,,Cumming,GA,USA,97417
2070,22910 90th Avenue W Unit B407,Edmonds,WA,USA,132576
2071,4805 Briarwood Ave,Midland,TX,USA,126342
2072,1200 Winrock Blvd,Houston,TX,USA,91515
2073,4003 N Loop 1604,San Antonio,TX,USA,90933
2074,2025 East 7th St,Austin,TX,USA,152276
2075,2700 Dorr Ave,Fairfax,VA,USA,149200
2076,8383 El Mundo,Houston,TX,USA,96004
2077,3726 Washington,Kansas City,MO,USA,76886
2078,5300 NW Loop 410,San Antonio,TX,USA,66080
2079,3419-3421 Kingswood Place,Waterloo,IA,USA,57768
2080,305 10th St South,Arlington,VA,USA,160089
2081,13212 Magnolia St,Garden Grove,CA,USA,141969
2082,,Austin,TX,USA,120108
2083,642 Alvarado St,San Francisco,CA,USA,323752
2084,,Saint Louis Park,MN,USA,120524
2085,2550 S San Tan Village Parkway,Gilbert,AZ,USA,101406
2086,Boulder Creek I 7601 West Boulder Creek Place,Sioux Falls,SD,USA,64086
2087,36 Bonair St  301a,Somerville,MA,USA,182448
2088,,Arlington,VA,USA,164494
2089,1000 Allison Drive,Vacaville,CA,USA,160338
2090,,Lynnwood,WA,USA,143382
2091,1437 N Jefferson St,Milwaukee,WI,USA,118030
2092,7611 S 36th St,Phoenix,AZ,USA,98913
2093,1520 Richardson Dr,Richardson,TX,USA,97084
2094,13001 Dessau Road,Austin,TX,USA,91432
2095,13108 Lincoln Rd,Omaha,NE,USA,91016
2096,10847 W Olive Avenue,Peoria,AZ,USA,84782
2097,1501 N Glen,Ellensburg,WA,USA,84367
2098,,New London,CT,USA,84117
2099,6126 Marty Ln,Overland Park,KS,USA,63171
2100,1014/1034 E St Germain,Saint Cloud,MN,USA,57353
2101,12190 Waveland St,Fairfax,VA,USA,135236
2102,8874 Coleman Boulevard,Frisco,TX,USA,95256
2103,,Austin,TX,USA,71899
2104,11262 Otsego St,North Hollywood,CA,USA,190760
2105,12 Melrose Terrace,Wakefield,MA,USA,132992
2106,,Dallas,TX,USA,99661
2107,1121 W Oaklawn Road,Pleasanton,TX,USA,99328
2108,201 E Armory,Champaign,IL,USA,88107
2109,2020 W Trevi Place,Sioux Falls,SD,USA,64086
2110,12701 W 88th Cir,Lenexa,KS,USA,61093
2111,,Dallas,TX,USA,128254
2112,5200 E Texas St,Bossier City,LA,USA,74891
2113,1210 W North Avenue,Milwaukee,WI,USA,64418
2114,,Hanover,MD,USA,135070
2115,2713 E Evergreen Boulevard,Vancouver,WA,USA,116285
2116,5520 Fifth Ave,Pittsburgh,PA,USA,106394
2117,4000 Essex Ln,Houston,TX,USA,99495
2118,6600 Knottwood Court,Baltimore,MD,USA,69239
2119,550 Halstead Avenue,Harrison,NY,USA,191010
2120,,Dover,NH,USA,129584
2121,340 Media Station Rd,Media,PA,USA,119277
2122,1825 Liberty Rd,Lexington,KY,USA,56937
2123,24250 N 23rd Avenue,Phoenix,AZ,USA,92679
2124,6731 Musgrave St,Philadelphia,PA,USA,58184
2125,2030 8th St NW Unit 207,Washington,DC,USA,249360
2126,1400 HI Line Drive,Dallas,TX,USA,130997
2127,1145 Griswold St,Detroit,MI,USA,111713
2128,9900 McNeil Dr,Austin,TX,USA,84284
2129,,Findlay,OH,USA,66080
2130,,Redmond,WA,USA,236892
2131,1555 Galindo St,Concord,CA,USA,195914
2132,601 Meeting St,Charleston,SC,USA,127755
2133,,Kent,WA,USA,124763
2134,,Kent,WA,USA,124763
2135,,Kent,WA,USA,124763
2136,,Kent,WA,USA,124763
2137,7733 Louis Pasteur,San Antonio,TX,USA,98414
2138,38627 Cherry Ln Unit 20,Fremont,CA,USA,203644
2139,400 East 55th St,New York,NY,USA,317934
2140,1201 4th St,San Francisco,CA,USA,285933
2141,212 13th St,Huntington Beach,CA,USA,216112
2142,828 4th St,Santa Monica,CA,USA,207800
2143,9005 9015 Burton Way,Los Angeles,CA,USA,195332
2144,2229 McGee Avenue,Berkeley,CA,USA,191176
2145,2501 W 182nd St,Torrance,CA,USA,178708
2146,1625 Crenshaw Boulevard,Los Angeles,CA,USA,178708
2147,3371 Overland Ave,Los Angeles,CA,USA,165824
2148,1164 N Milwaukee,Chicago,IL,USA,157512
2149,,Inglewood,CA,USA,151694
2150,819 NW 23rd Avenue,Portland,OR,USA,149616
2151,1200 N Veitch St,Arlington,VA,USA,145460
2152,5689 River Rd,Baton Rouge,LA,USA,144463
2153,11 New St,Somerville,NJ,USA,141304
2154,3960 58th St,San Diego,CA,USA,139226
2155,7450-7456 N Greenview Ave,Chicago,IL,USA,137148
2156,2914 W Estrella St,Tampa,FL,USA,137065
2157,7085 Santa Irene Cir,Buena Park,CA,USA,133823
2158,2550 East Ward Terrace,Anaheim,CA,USA,133491
2159,1301 Las Riendas Dr,La Habra,CA,USA,129252
2160,,Buena Park,CA,USA,128836
2161,,Linthicum Heights,MD,USA,127174
2162,1619 West Crescent,Anaheim,CA,USA,126758
2163,1640 West Ball Rd,Anaheim,CA,USA,122186
2164,,Minnetonka,MN,USA,116368
2165,344 Northwestern Avenue,West Lafayette,IN,USA,115952
2166,,Norfolk,VA,USA,114290
2167,Parkview 800 SE 10th Avenue,Hillsboro,OR,USA,111796
2168,3919 Essex Ln,Houston,TX,USA,104648
2169,5401 North Mays St,Georgetown,TX,USA,104316
2170,5940 Forest Park Rd,Dallas,TX,USA,104316
2171,,Riverdale,MD,USA,103235
2172,,Riverdale,MD,USA,103235
2173,,Manchester,CT,USA,101822
2174,10500 Lakeline Mall Dr,Austin,TX,USA,98082
2175,916 Beaver Grade Rd,Coraopolis,PA,USA,96419
2176,1400 Westinghouse Road,Georgetown,TX,USA,95172
2177,2322 Richton St,Houston,TX,USA,93510
2178,1229 Virginia Ave NE,Atlanta,GA,USA,91515
2179,2651 Whispering Creek Cir,Fargo,ND,USA,89354
2180,7319 N Loop 1604 E,,,USA,88107
2181,2501 Nevada Avenue S.#01,Saint Louis Park,MN,USA,83037
2182,Melrose Gates Apartments 6401 Camden Avenue N,,,USA,82206
2183,,New London,CT,USA,82039
2184,,New London,CT,USA,81624
2185,Lake Pointe Apartments 3413 53rd Avenue N,Brooklyn Center,MN,USA,80543
2186,8183 N 107th St,Milwaukee,WI,USA,79380
2187,,Hartford,CT,USA,78964
2188,1007 E Rundberg Ln,Austin,TX,USA,76886
2189,1250 Main St S,Cambridge,MN,USA,76637
2190,260 S Chauncey Ave,West Lafayette,IN,USA,76470
2191,1680 Summit St,Columbus,OH,USA,74808
2192,1105 N Stephenson Highway,Royal Oak,MI,USA,74392
2193,1225 Bunting,Grand Junction,CO,USA,74392
2194,1451 Colquitt Rd,Terrell,TX,USA,72730
2195,2813 Bayview Blvd,Portsmouth,VA,USA,70652
2196,24  30 E Linwood Boulevard,Kansas City,MO,USA,68906
2197,4105 Conway Avenue,Charlotte,NC,USA,67327
2198,2957 Bartlett,Milwaukee,WI,USA,67327
2199,6800 Lingor,Clarkston,MI,USA,62340
2200,335 E Elder,Dike,IA,USA,62340
2201,2416 E Stone Drive,Kingsport,TN,USA,60262
2202,200 Saluda River Rd,Columbia,SC,USA,59763
2203,3320 West 4th St,Waterloo,IA,USA,58184
2204,195 W Kennett Road Apartment 212,Pontiac,MI,USA,56106
2205,17 W 3rd St 1,Pottstown,PA,USA,56106
2206,2601 N John B Dennis Highway,Kingsport,TN,USA,52781
2207,133 Beedle Dr,Ames,IA,USA,51950
2208,,Florence,KY,USA,51701
2209,,Toledo,OH,USA,51534
2210,2951 Pheasant Run Drive,Jackson,MI,USA,51119
2211,423 Seward Ave,Grand Forks,ND,USA,49456
2212,1123 Brandywine Lane,Norman,OK,USA,46547
2213,506 Cherry Ln,Newton,KS,USA,43638
2214,2625 West Paseo,Kansas City,MO,USA,41976
2215,,Marina Del Rey,CA,USA,216694
2216,2221 W Dallas St,Houston,TX,USA,109220
2217,,Colorado Springs,CO,USA,105562
2218,4707 Wurzbach Road,San Antonio,TX,USA,85780
2219,2789 E Lake Road,Abilene,TX,USA,78548
2220,5100 Conser St,Overland Park,KS,USA,64750
2221,,Jersey City,NJ,USA,217774
2222,,Princeton,NJ,USA,164245
2223,,Princeton,NJ,USA,142966
2224,,Derwood,MD,USA,139143
2225,3660 Richmond Avenue,Houston,TX,USA,96918
2226,2626 Throckmorton St Unit 753,Dallas,TX,USA,139642
2227,3890 W Northwest Highway Unit 753,Dallas,TX,USA,130083
2228,17126 Southeast 269th Place,Covington,WA,USA,116784
2229,6804 N Capital Of TX Highway,Austin,TX,USA,97666
2230,3333 Oakwell Court,San Antonio,TX,USA,76221
2231,120 Byrd Avenue,Neenah,WI,USA,66496
2232,428 Alice St,Oakland,CA,USA,248944
2233,5225 Verde Valley Ln,Dallas,TX,USA,113126
2234,2551 W Villa Maria Rd,Bryan,TX,USA,73977
2235,7825 Firefall Way Unit 755,Dallas,TX,USA,213618
2236,11250 Dale St,Garden Grove,CA,USA,140888
2237,1829 Furness St,Saint Paul,MN,USA,99328
2238,4300 Flint Hill Drive,Owings Mills,MD,USA,96752
2239,10507 Mellow Meadows Dr,Austin,TX,USA,89354
2240,1200 S Dairy Ashford St,Houston,TX,USA,88606
2241,205 Easton Ave,New Brunswick,NJ,USA,135486
2242,5337 S Hyde Park Boulevard,Chicago,IL,USA,121688
2243,,Bladensburg,MD,USA,101822
2244,,Bladensburg,MD,USA,99328
2245,800 Broadway St,Lubbock,TX,USA,82704
2246,2140 W 137th Terrace,Leawood,KS,USA,73146
2247,1803 T St NW Unit B,Washington,DC,USA,236892
2248,2225 S State St,Ann Arbor,MI,USA,142883
2249,23529 60th Ave South,Kent,WA,USA,137148
2250,,Denver,CO,USA,98165
2251,1751 Babcock,San Antonio,TX,USA,78881
2252,9801 Meadowglen Ln,Houston,TX,USA,66496
2253,1304 4th Avenue N,Nashville,TN,USA,170645
2254,1600 W 5th St,Austin,TX,USA,141720
2255,,Plainfield,NJ,USA,95588
2256,,Lawrenceville,GA,USA,94840
2257,2700 Cowan Boulevard,Fredericksburg,VA,USA,93094
2258,6303 Sienna Ranch Road,Missouri City,TX,USA,72896
2259,Fox Run Apartments 300 S John Redditt Drive,Lufkin,TX,USA,56106
2260,291 Millburn Avenue,Millburn,NJ,USA,132576
2261,6900 Cross B Rd,Odessa,TX,USA,130083
2262,1191 North Ave,Burlington,VT,USA,122602
2263,5401 5409 S Cottage Grove Ave,Chicago,IL,USA,116867
2264,12500 Melville Dr  #133d,Montgomery,TX,USA,97666
2265,503 E Stoughton,Champaign,IL,USA,87276
2266,,Chapel Hill,NC,USA,79795
2267,1512-14 S 16th Avenue,Yakima,WA,USA,73977
2268,915 N 6th St,Lafayette,IN,USA,54859
2269,2409 Leon St #307,Austin,TX,USA,145460
2270,,Kenmore,WA,USA,143382
2271,200 E Capitol Dr,Hartland,WI,USA,95588
2272,,Arlington,VA,USA,145543
2273,400 S Hall St Unit 763,Dallas,TX,USA,128919
2274,301 McKinley,Mundelein,IL,USA,116368
2275,3242 Peachtree Rd NE,Atlanta,GA,USA,109220
2276,401 Interlocken Boulevard,Broomfield,CO,USA,120940
2277,5307 Ravenna Place NE #06,Seattle,WA,USA,182781
2278,100 S Shebal Avenue,Harrisburg,SD,USA,60262
2279,,Flanders,NJ,USA,114706
2280,,Flanders,NJ,USA,114706
2281,,Flanders,NJ,USA,109718
2282,,Flanders,NJ,USA,101822
2283,,Flanders,NJ,USA,100160
2284,,Flanders,NJ,USA,98082
2285,9999 Kempwood Dr,Houston,TX,USA,76886
2286,2195 W State St,Milwaukee,WI,USA,71317
2287,,Edgewater,NJ,USA,186189
2288,1400 Rosa Parks Boulevard Unit 205,Nashville,TN,USA,140888
2289,2 N 9th St,Lafayette,IN,USA,76886
2290,7 Sheboygan St,Fond Du Lac,WI,USA,53197
2291,1880 Marshall Avenue,Saint Paul,MN,USA,132909
2292,401 Teravista Parkway,Round Rock,TX,USA,84699
2293,,Jersey City,NJ,USA,273797
2294,1200 Hidden Valley Dr,Round Rock,TX,USA,90185
2295,913 N Spring St,Beaver Dam,WI,USA,70652
2296,2301 W 46th St,Sioux Falls,SD,USA,62340
2297,2 Mint Plaza 402,San Francisco,CA,USA,374040
2298,610 Leavenworth St,San Francisco,CA,USA,298816
2299,,Dallas,TX,USA,103900
2300,3010 W Loop 1604 N,San Antonio,TX,USA,85863
2301,1720 Wells Branch Parkway,Austin,TX,USA,74309
2302,1778 Ala Moana Boulevard 2312,,,USA,216112
2303,,Rockville,MD,USA,145044
2304,325 North Summit Avenue,Gaithersburg,MD,USA,118446
2305,5029 Columbia Rd,Columbia,MD,USA,110134
2306,2 Long Dr,Woodstock,GA,USA,105646
2307,174 St Anselm Drive,Goffstown,NH,USA,103900
2308,,Trenton,NJ,USA,98497
2309,1059 E 600 S,Salt Lake City,UT,USA,85198
2310,,North Las Vegas,NV,USA,70236
2311,,High Point,NC,USA,62340
2312,,High Point,NC,USA,62340
2313,,Winston Salem,NC,USA,56106
2314,1110 Jenne St,Grand Ledge,MI,USA,54028
2315,,Flanders,NJ,USA,130083
2316,,Euless,TX,USA,83536
2317,,Washington,DC,USA,180620
2318,,Washington,DC,USA,163497
2319,,Washington,DC,USA,163248
2320,16505 Lane Cantera Parkway,San Antonio,TX,USA,82538
2321,3435 Promenade Ave,Eagan,MN,USA,125927
2322,,Pewaukee,WI,USA,90601
2323,614 Poplar St,Macon,GA,USA,81042
2324,,Cincinnati,OH,USA,79380
2325,,Dallas,TX,USA,78548
2326,2217 N Prospect Ave,Milwaukee,WI,USA,108056
2327,11680 Hero Way W,Leander,TX,USA,93676
2328,5345 E Van Buren St,Phoenix,AZ,USA,93510
2329,8025 Ohio Dr,Plano,TX,USA,87276
2330,1825 Airline Road,Corpus Christi,TX,USA,70652
2331,828 Cowper St,Palo Alto,CA,USA,324168
2332,691 Bloomfield Ave,Montclair,NJ,USA,187020
2333,,Rahway,NJ,USA,145044
2334,211 W Rincon St,Corona,CA,USA,130498
2335,5326 Pocusset St,Pittsburgh,PA,USA,115204
2336,111 S River Rd,West Lafayette,IN,USA,104731
2337,,Belmont,NC,USA,87276
2338,2700-2712-2727 Rhode Island Avenue,Saint Louis Park,MN,USA,87276
2339,8601 Anderson Mill Road Apartment 23078,Austin,TX,USA,86362
2340,222 E Houston Suite 600,San Antonio,TX,USA,83120
2341,2260 Foothill Drive,Salt Lake City,UT,USA,83037
2342,3701 W Lake St,Minneapolis,MN,USA,82206
2343,180-188 W Patterson Avenue,Columbus,OH,USA,79795
2344,1571-1619 Roxbury Rd,Grandview Heights,OH,USA,72730
2345,1130 S 31st St,Omaha,NE,USA,70652
2346,301 San Jacinto Boulevard,Austin,TX,USA,225006
2347,,Dallas,TX,USA,103817
2348,6419 N Vandiver,San Antonio,TX,USA,101822
2349,2350 SW 257th Ave,Troutdale,OR,USA,91432
2350,505-511 36th Avenue NE/3701-3707 6th St NE,Minot,ND,USA,69405
2351,450 J St Unit 411,San Diego,CA,USA,174552
